HALTESTELLEN_NAME,BPUIC,lat,lon,PRODUKT_ID,avg_trip_day,avg_p_late
"Zürich, Helvetiaplatz",8591184,47.37635700000081,8.52536200000024,"Bus, Tram",1104.4918032786886,0.23454265010124967
"Zürich, Herbstweg",8591185,47.40853100000056,8.564962000000207,Bus,142.0983606557377,0.29369844832807784
"Zürich, Herdernstrasse",8591186,47.384828000000596,8.509164999999985,Bus,301.344262295082,0.27936530452797215
"Zürich, Hertensteinstrasse",8591187,47.42287799999948,8.543488999999848,Bus,165.91803278688525,0.29512882867352297
"Zürich, Herzogenmühlestrasse",8591188,47.40752800000132,8.572704999999956,Bus,241.80327868852459,0.31451497519127597
"Zürich, Heuried",8591190,47.36940999999944,8.506353000000086,Tram,446.78688524590166,0.2650564381567909
"Zürich, Himmeri",8591191,47.41987499999963,8.538655000000146,Bus,272.5081967213115,0.3133626645282421
"Zürich, Hinterbergstrasse",8591192,47.379614999999575,8.555279000000118,Bus,138.62295081967213,0.292489669076452
"Zürich, Hirschwiesenstrasse",8591193,47.399997000000404,8.543213000000158,Tram,528.9508196721312,0.27297556672546525
"Zürich, Hirzenbach",8591194,47.403252999998806,8.591162999999854,Tram,137.85245901639345,0.23680098640939568
"Zürich, Hofstrasse",8591196,47.37336599999982,8.561557000000187,Bus,272.27868852459017,0.29802395582957747
"Zürich, Hohenklingensteig",8591197,47.40134599999916,8.490207000000057,Bus,541.2131147540983,0.3126621895663832
"Zürich, Holzerhurd",8591200,47.42380199999918,8.496615000000018,Bus,147.9016393442623,0.24982004998479465
"Zürich, Hottingerplatz",8591202,47.36946799999893,8.554404000000268,"Bus, Tram",504.11475409836066,0.26065211520931647
"Zürich, Hubertus",8591203,47.37687599999816,8.499470999999533,"Bus, Tram",1664.0,0.26877357905802407
"Zürich, Hungerbergstrasse",8576263,47.42136700000097,8.501310999999989,Bus,295.57377049180326,0.1836709731300499
"Zürich, Höfliweg",8591195,47.3679449999997,8.51103700000017,Bus,288.7704918032787,0.2432831233241347
"Zürich, Hölderlinsteig",8591198,47.366998999999595,8.565037000000158,Bus,272.3114754098361,0.2850065183167278
"Zürich, Hölderlinstrasse",8591199,47.365760000000485,8.563012,"Bus, Tram",773.2622950819672,0.32287106806816596
"Zürich, Hönggerberg",8591201,47.40493699999944,8.504732999999897,Bus,558.8688524590164,0.2645476284165572
"Zürich, Höschgasse",8576198,47.35799200000144,8.554204000000025,"Bus, Tram",1795.5409836065573,0.22973500878673833
